case_type,interpretation_hint,userID,user_level,profile_size,holdout_animeID,heldout_title,heldout_catalog_score,popularity_baseline_rank,metadata_content_rank,graph_related_rank,people_staff_affinity_rank,latent_svd_rank,full_product_hybrid_rank,tuned_product_hybrid_rank,level_tuned_product_hybrid_rank,level_tuned_product_hybrid_rank,metadata_content_holdout_model_score,graph_related_holdout_model_score,people_staff_affinity_holdout_model_score,latent_svd_holdout_model_score,full_product_hybrid_holdout_model_score,tuned_product_hybrid_holdout_model_score,level_tuned_product_hybrid_holdout_model_score,level_tuned_product_hybrid_holdout_model_score,top1_animeID,top1_title,top12_titles,candidate_pool_size
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1811796620,Beginner,31,45560,Orient,6.62,22,18,1,1,7,1,1,1,1,1344.16015625,7.135494232177734,1789.806640625,0.012816982343792915,0.7405692934989929,0.8305025696754456,0.8305025696754456,0.8305025696754456,45560,Orient,"Orient | Nagi no Asu kara | Arslan Senki (TV) | Fairy Tail OVA | Subarashiki Kono Sekai The Animation | Working!!! | Tokyo Ghoul:re | Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu | Akatsuki no Yona OVA | To LOVE-Ru OVA | Kami no Tou: Ouji no Kikan | Kono Yo no Hate de Koi wo Utau Shoujo YU-NO",101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1813248607,Casual,64,14511,Minami-ke Tadaima,7.65,20,2,1,1,1,1,1,1,1,3451.408447265625,8.158883094787598,2550.8115234375,0.14717695116996765,0.9180724620819092,0.9639220237731934,0.9823619723320007,0.9823619723320007,14511,Minami-ke Tadaima,Minami-ke Tadaima | Mushishi | Girls & Panzer: Saishuushou Part 3 | Hayate no Gotoku! Can't Take My Eyes Off You | Joshikausei | Miss Monochrome The Animation 2 | Morita-san wa Mukuchi | Go! Go! 575 | Dr. Stone: New World Part 2 | Higurashi no Naku Koro ni Kira | Aikatsu Friends! | To Heart 2,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,332029344,Fan,164,33047,Fate/Extra: Last Encore,6.31,16,11,3,5,1,3,2,1,1,8775.48828125,21.23857879638672,8424.6015625,0.232469379901886,0.8485302329063416,0.8742231726646423,0.9056432247161865,0.9056432247161865,33047,Fate/Extra: Last Encore,Fate/Extra: Last Encore | Durarara!! | Enen no Shouboutai | Jibaku Shounen Hanako-kun | Toriko | Hinamatsuri | Persona 3 the Movie 4: Winter of Rebirth | Mairimashita! Iruma-kun 3rd Season | Grisaia no Rakuen | Baby Steps 2nd Season | Little Busters! Refrain | Accel World EX,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,333154886,Casual,63,139,Hunter x Hunter: Greed Island Final,8.25,14,27,2,7,1,2,1,1,1,2158.89453125,7.386294364929199,1720.87255859375,0.108952596783638,0.8638149499893188,0.9310544729232788,0.9463075399398804,0.9463075399398804,139,Hunter x Hunter: Greed Island Final,Hunter x Hunter: Greed Island Final | Ichiban Ushiro no Daimaou | Log Horizon 2nd Season | One Piece Movie 07: Karakuri-jou no Mecha Kyohei | Omamori Himari | Infinite Dendrogram | Shichisei no Subaru | WWW.Working!! | Shaman King Specials | Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e | Kuroko no Basket NG-shuu | Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,333887976,Casual,84,967,Hokuto no Ken,7.96,27,14,1,49,8,7,1,1,1,4613.96240234375,21.278186798095703,610.9238891601562,0.045028429478406906,0.6396803259849548,0.7666906118392944,0.7717318534851074,0.7717318534851074,967,Hokuto no Ken,Hokuto no Ken | Kiznaiver | Shinsekai yori | Kami nomi zo Shiru Sekai | Inazuma Eleven | Fate/Grand Order: Zettai Majuu Sensen Babylonia | World Trigger | Hyouka | Dandadan 2nd Season | Vampire Hunter D (2000) | One Piece Film: Gold | One Piece Film: Red,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,298136445,Veteran,570,33605,Ling Qi,7.2,27,26,5,54,3,4,5,1,1,16074.6162109375,7.608870506286621,2038.811767578125,0.2501470744609833,0.5529288649559021,0.5243590474128723,0.6787740588188171,0.6787740588188171,33605,Ling Qi,"Ling Qi | Little Witch Academia (TV) | Kono Danshi, Ningyo Hiroimashita. | Boku no Hero Academia the Movie 1: Futari no Hero | Shingeki no Kyojin Season 3 | Kitsutsuki Tanteidokoro | Akane-banashi | Double Decker! Doug & Kirill | Brotherhood: Final Fantasy XV | Zatsu Tabi: That's Journey | Kunoichi Tsubaki no Mune no Uchi | Naruto",101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1819247856,Fan,269,48542,Do It Yourself!!,7.46,15,19,1,34,1,1,1,1,1,11397.6376953125,28.47581672668457,1998.334228515625,0.38978099822998047,0.8337996006011963,0.9288660287857056,0.9385837316513062,0.9385837316513062,48542,Do It Yourself!!,Do It Yourself!! | Uchuu Patrol Luluco | Ookami Kodomo no Ame to Yuki | Hibike! Euphonium 3 | Dagashi Kashi | Sakura Trick | Mairimashita! Iruma-kun | Sorairo Utility (TV) | Kaguya-hime no Monogatari | Kirei ni Shitemoraemasu ka. | Tamayura | Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1819536660,Fan,218,12119,Natsu-iro Kiseki,7.05,23,2,1,9,2,1,1,1,1,13595.6298828125,19.774120330810547,3751.80517578125,0.16551247239112854,0.8689732551574707,0.9281816482543945,0.9341629147529602,0.9341629147529602,12119,Natsu-iro Kiseki,Natsu-iro Kiseki | Strike Witches Movie | Strike Witches OVA | Kimi no Iru Machi | Mahoraba: Heartful Days | Dennou Coil | Darling in the FranXX | Momo e no Tegami | Kino no Tabi: The Beautiful World - The Animated Series | Isekai Izakaya: Koto Aitheria no Izakaya Nobu | True Tears: Mini Chara 4-koma Gekijou | Aa! Megami-sama! (2011),101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1820613878,Fan,157,38337,Gochuumon wa Usagi desu ka? Bloom,7.92,14,18,1,1,1,1,1,1,1,6070.5361328125,14.75460433959961,7471.146484375,0.184635192155838,0.8534202575683594,0.9357165098190308,0.977203905582428,0.977203905582428,38337,Gochuumon wa Usagi desu ka? Bloom,Gochuumon wa Usagi desu ka? Bloom | Baka to Test to Shoukanjuu | Kemono Friends | Boku no Hero Academia 2nd Season | K-On!: Ura-On! | Seiyuu Radio no Uraomote | Kaijuu 8-gou | Aria the Natural | Takunomi. | Inazuma Eleven: Ares no Tenbin | Mou Ippon! | Kamichu!,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1821294085,Veteran,1260,11837,Zetman,6.83,14,6,2,10,5,5,3,1,1,57551.32421875,22.73348617553711,22727.421875,0.21737337112426758,0.5302538275718689,0.5433250665664673,0.578046441078186,0.578046441078186,11837,Zetman,Zetman | Shokugeki no Souma: Shin no Sara | Kubo-san wa Mob wo Yurusanai | High Score Girl II | Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai | Tasokare Hotel | Gantz 2nd Stage | Birdie Wing: Golf Girls' Story Season 2 | Beck | Dekiru Neko wa Kyou mo Yuuutsu | Hachigatsu no Cinderella Nine | Kanojo to Kanojo no Neko: Everything Flows,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1827972620,Veteran,743,36906,Jashin-chan Dropkick,7.07,22,2,4,65,4,4,3,1,1,51114.78125,18.717693328857422,2139.6181640625,0.42004406452178955,0.5645960569381714,0.487323522567749,0.6707562208175659,0.6707562208175659,36906,Jashin-chan Dropkick,Jashin-chan Dropkick | Tensai Ouji no Akaji Kokka Saisei Jutsu | Horimiya | Hikikomari Kyuuketsuki no Monmon | Just Because! | Tsugu Tsugumomo | Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka? Namiuchigiwa no Okaasan wa Suki desu ka? | Hananoi-kun to Koi no Yamai | Nisekoi: | BNA | Mushoku no Eiyuu: Betsu ni Skill Nanka Iranakatta n da ga | Tu Bian Yingxiong Leaf,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1834546752,Casual,58,31389,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,7.47,13,43,8,1,1,1,1,1,1,1378.8731689453125,2.0,2891.66015625,0.17671479284763336,0.7432045340538025,0.6449992656707764,0.7284280061721802,0.7284280061721802,31389,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day | Sakamoto desu ga? | Servant x Service | Vivy: Fluorite Eye's Song | Kanojo to Kanojo no Neko: Everything Flows | Mangaka-san to Assistant-san to The Animation Specials | Mirai Nikki (TV): Ura Mirai Nikki | Konjiki no Gash Bell!! | Tamako Market | Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari | One Piece: Yume no Soccer Ou! | Gnosia,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,291947321,Fan,329,10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,7.18,22,22,3,1,1,1,1,1,1,8355.9951171875,5.094344615936279,14046.4638671875,0.4245379567146301,0.8052907586097717,0.7136639356613159,0.7366461753845215,0.7366461753845215,10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!! | Tensei shitara Ken deshita | Pokemon: Utae Meloetta - Rinka no Mi wo Sagase! | One Piece Fan Letter | Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha | Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi | Cike Wu Liuqi | High School DxD | Shin Samurai-den Yaiba | No Game No Life Specials | Nanatsu no Taizai: Mokushiroku no Yonkishi | Jewelpet,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1801103202,Fan,296,57944,"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki",5.71,34,15,2,37,2,2,1,1,1,12536.970703125,17.1303653717041,2603.864501953125,0.2821981608867645,0.594731867313385,0.6844223141670227,0.7218729257583618,0.7218729257583618,57944,"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki","Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki | Undead Girl Murder Farce | Koe no Katachi | Kakushigoto | Ijiranaide, Nagatoro-san 2nd Attack | Rikei ga Koi ni Ochita no de Shoumei shitemita. | Tasokare Hotel | Bungou Stray Dogs 2nd Season | Yamada-kun to 7-nin no Majo | Yuusha no Kuzu | One Punch Man 2nd Season Specials | Granblue Fantasy The Animation Season 2",101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1791223107,Casual,106,80,Kidou Senshi Gundam,7.78,17,3,1,9,1,1,1,1,1,8801.4345703125,21.717613220214844,1868.25,0.15517348051071167,0.8943862915039062,0.9501399993896484,0.9429523944854736,0.9429523944854736,80,Kidou Senshi Gundam,Kidou Senshi Gundam | Fushigi Yuugi | InuYasha Movie 3: Tenka Hadou no Ken | Bishoujo Senshi Sailor Moon Crystal | xxxHOLiC Movie: Manatsu no Yoru no Yume | Tenjou Tenge: The Ultimate Fight | Kidou Senkan Nadesico: The Prince of Darkness | Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi | Armitage III: Poly-Matrix | Gyakkyou Burai Kaiji: Hakairoku-hen | .hack//G.U. Returner | Hungry Heart: Wild Striker,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,357539174,Beginner,39,21563,Kamigami no Asobi,6.99,26,1,1,13,4,1,1,1,1,3618.080810546875,10.154401779174805,1593.489013671875,0.10003490000963211,0.8182965517044067,0.8838038444519043,0.8838038444519043,0.8838038444519043,21563,Kamigami no Asobi,"Kamigami no Asobi | Gakuen Alice | Sekaiichi Hatsukoi | Satsuriku no Tenshi | Kami no Tou | Bleach: Sennen Kessen-hen | Sugar Apple Fairy Tale Part 2 | Kimi ni Todoke: Kataomoi | Overlord IV | Kamichama Karin | Natsu e no Tunnel, Sayonara no Deguchi | Ultra Maniac",101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,360713797,Beginner,27,57647,Uma Musume: Pretty Derby - Shin Jidai no Tobira,8.64,13,2,1,2,2,1,1,1,1,2186.63720703125,19.220884323120117,759.8536987304688,0.10035481303930283,0.8689996004104614,0.9086747169494629,0.9086747169494629,0.9086747169494629,57647,Uma Musume: Pretty Derby - Shin Jidai no Tobira,Uma Musume: Pretty Derby - Shin Jidai no Tobira | Dungeon Meshi | Love Live! The School Idol Movie | Sewayaki Kitsune no Senko-san | Summer Pockets | Saenai Heroine no Sodatekata Fine | Sakura Trick | Kaichou wa Maid-sama! | Saki: Zenkoku-hen | Endro~! | Harmonie | Fangkai Nage Nuwu,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,361438598,Casual,86,1526,Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,7.34,14,6,7,1,1,1,1,1,1,3624.05712890625,2.4000000953674316,3335.1533203125,0.3471989035606384,0.8107633590698242,0.7287343144416809,0.7900177240371704,0.7900177240371704,1526,Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,Pokemon Movie 08: Mew to Hadou no Yuusha Lucario | Ahiru no Sora | Shirobako | Kami nomi zo Shiru Sekai: Megami-hen | Blue Lock | Kakumeiki Valvrave | Hajime no Ippo: Boxer no Kobushi | Tensei shitara Slime Datta Ken | Mirai Nikki | Bouken Ou Beet | Battle Spirits: Heroes | Burn the Witch,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,362361759,Casual,94,45055,Taishou Otome Otogibanashi,7.79,13,5,1,32,1,1,1,1,1,5388.14794921875,14.330278396606445,787.8336181640625,0.10924530774354935,0.8748118877410889,0.9394161105155945,0.9251150488853455,0.9251150488853455,45055,Taishou Otome Otogibanashi,Taishou Otome Otogibanashi | Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu | Kotarou wa Hitorigurashi | Odd Taxi | Kara no Kyoukai Movie 1: Fukan Fuukei | Naruto: Shippuuden | Bokura no Ame-iro Protocol | Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaisha | Sakura Trick | Anne Happy♪ | Alma-chan wa Kazoku ni Naritai | Yuu☆Yuu☆Hakusho,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,368740069,Veteran,1340,53397,Tsuyokute New Saga,6.57,25,14,7,15,1,1,1,1,1,42204.640625,10.981080055236816,20920.9609375,0.6833068132400513,0.6936812400817871,0.645609974861145,0.7640880942344666,0.7640880942344666,53397,Tsuyokute New Saga,Tsuyokute New Saga | Nomad: Megalo Box 2 | Maoyuu Maou Yuusha | Tsurezure Children | Akanesasu Shoujo | Human Bug Daigaku | Cowboy Bebop | Yoru wa Neko to Issho Season 2 | Re:Zero kara Hajimeru Break Time 4th Season | Katarina to Manabou | Mahou Shoujo Lyrical Nanoha StrikerS | Miira no Kaikata,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1816073384,Fan,460,1367,Meitantei Conan Movie 08: Ginyoku no Magician,8.05,21,33,1,6,1,1,1,1,1,12984.130859375,24.732757568359375,17630.748046875,0.5479382872581482,0.8146076202392578,0.918938398361206,0.9578195810317993,0.9578195810317993,1367,Meitantei Conan Movie 08: Ginyoku no Magician,"Meitantei Conan Movie 08: Ginyoku no Magician | Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi | Himesama ""Goumon"" no Jikan desu | Ishura | Kingdom 3rd Season | Haikyuu!! Lev Genzan! | Ookami Kodomo no Ame to Yuki | Black★Rock Shooter (TV) | Druaga no Tou: The Aegis of Uruk | Tsubasa: Tokyo Revelations | Free! Movie 3: Road to the World - Yume | Summer Pockets",101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1816534917,Fan,256,49858,Shinigami Bocchan to Kuro Maid 2nd Season,7.63,14,7,2,10,3,3,1,1,1,13388.71875,19.836746215820312,5286.67236328125,0.13454672694206238,0.6618756651878357,0.744527280330658,0.7543733716011047,0.7543733716011047,49858,Shinigami Bocchan to Kuro Maid 2nd Season,"Shinigami Bocchan to Kuro Maid 2nd Season | Saiki Kusuo no Ψ-nan 2 | K-On!! | Mirai Nikki (TV) | Haikyuu!! | Kore wa Zombie desu ka? of the Dead | Joshiraku | ""Bungaku Shoujo"" Memoire | The iDOLM@STER | One Piece: Gyojin Tou-hen | Murai no Koi | Tsuki ga Michibiku Isekai Douchuu",101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1136081203,Casual,81,34392,One Room,5.57,28,13,3,36,3,3,2,1,1,3650.693603515625,4.6931471824646,461.9540710449219,0.036563389003276825,0.7206423282623291,0.7699920535087585,0.8015500903129578,0.8015500903129578,34392,One Room,"One Room | Dog Days | Banana Fish | Gakkou no Kaidan | Uchi no Kaisha no Chiisai Senpai no Hanashi | Steel Ball Run: JoJo no Kimyou na Bouken | Wind Breaker | Gunjou no Magmell | Kanojo, Okarishimasu Petit 2nd Season | Romantic Killer | One Piece Movie 04: Dead End no Bouken | Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 4th Season: 2-nensei-hen 1 Gakki",101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1106428363,Casual,83,3515,Saint Seiya: Meiou Hades Elysion-hen,7.6,21,20,2,4,1,1,1,1,1,2892.480224609375,8.0,2551.288330078125,0.3059743046760559,0.8437932133674622,0.9179197549819946,0.9476289749145508,0.9476289749145508,3515,Saint Seiya: Meiou Hades Elysion-hen,Saint Seiya: Meiou Hades Elysion-hen | Campione! Matsurowanu Kamigami to Kamigoroshi no Maou | Gantz 2nd Stage | Shin Tenchi Muyou! | Nurarihyon no Mago | Strike the Blood | Mirai Nikki: Redial | One Piece 3D: Mugiwara Chase | Kidou Senshi Gundam 00 Special Edition | Magia Record: Mahou Shoujo Madoka☆Magica Gaiden | Aa! Megami-sama! Movie | Assault Lily: Bouquet,101
